cp1.kappa	cp2.kappa	cp3.kappa	ig.kappa	cp1.alpha	cp2.alpha	cp3.alpha	ig.alpha	cp1.mu	cp2.mu	cp3.mu	ig.mu	cp1.frequencies1	cp1.frequencies2	cp1.frequencies3	cp1.frequencies4	cp2.frequencies1	cp2.frequencies2	cp2.frequencies3	cp2.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	ig.frequencies1	ig.frequencies2	ig.frequencies3	ig.frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
coda_point_long	1.00010008150946	1.00038085749498	1.0000940324623	1.00002881755854	1.0005854771274	1.00013201084848	1.00028467677168	1.00018228096758	1.0001016142563	1.00017902282948	1.00017846420061	1.00010164187761	1.00012221231671	1.00015631464069	1.00004455814455	1.00002019479642	1.00000989191267	1.0000617399238	1.0000522254609	1.00013707684235	0.999990496463684	0.999961123282801	1.0001024106169	1.00003055480407	1.00000530120114	1.00010096365429	1.0000502001351	1.00001415705806	1.00040453101546	1.0004825488681	1.00034418977971	1.00061377757806	1.00006172784984	1.00004566189439	1.00006295854452	1.00068539841156
coda_upper_long	1.0002458286746	1.00105427316182	1.00031902323319	1.00016682144776	1.00158880730962	1.00036450166672	1.00084956674839	1.00056723679818	1.00037905634106	1.00051614130445	1.00057451123095	1.00038845580922	1.00043201360066	1.00048052835677	1.00021735657197	1.00013118913374	1.00010857783704	1.00021805155354	1.00010569818458	1.00045575405108	1.00005650514091	0.999983804419139	1.00038456137325	1.00014444376719	1.00008189169522	1.00031380332178	1.00024666077175	1.00009148480976	1.0010765265766	1.00138286847111	1.00094463169528	1.00172981907227	1.00027640631879	1.00017686965089	1.00010324836052	1.00179582024954
coda_point_short	1.00085675706315	1.00169213600493	1.00003383753643	1.00025777607991	1.00198476400862	1.00053963363387	1.00084287515149	1.00082599104058	1.00005030351136	1.00023247203814	1.00097065708971	1.00155452710347	1.00033289452839	1.00025457461543	1.00007866244926	0.999869939183523	1.00051581738684	1.00003746217818	1.00037460576361	1.00119774549068	0.99996055245868	1.00059219687366	1.00077080939659	0.99995879927422	1.00004290866347	1.00002140661677	1.00044750249672	1.00039468344598	1.00317040590072	1.00172480894445	1.00530207776657	1.00152728016547	1.00066324657835	1.00044395472941	1.0004953567448	1.01002622177794
coda_upper_short	1.00270828879162	1.00433398287544	1.00047178422777	1.00093373667261	1.00555372101965	1.00135295582074	1.00275890292806	1.0025835346025	1.00038370908805	1.00103710984425	1.00289196837297	1.00456684364959	1.00097721652123	1.00112322149948	1.00054581458346	0.99996506402617	1.00159091945553	1.00042458388145	1.00117636786337	1.00369014067482	1.0001584207704	1.00200305296797	1.0024618896462	1.00021618848633	1.00036603470655	1.00044284258854	1.00157872030639	1.00118646203364	1.00891749877556	1.0046708605096	1.0145194948847	1.00414562974983	1.00212856572419	1.00127873426622	1.00122226411974	1.0262501010454
coda_point_trunc	1.00059195989911	1.00110907921805	1.00069854050019	1.00042975785183	1.00122400360115	1.00009574761271	1.00213474006222	1.00054259552164	1.00014421435307	1.0002738664369	1.00047328815791	1.00091522621351	1.00020847984384	1.00026092570972	0.999916385164793	0.999968064533048	1.00012249254506	1.00003770803315	1.00017320211722	1.00051952625728	0.999872896179131	1.00025006873807	1.00040506354899	1.0001914153251	1.00025249825985	1.00036652889337	1.00080145906344	1.00008449026439	1.00278267214772	1.00187134664216	1.00356002054551	1.00182018842598	1.00068629488071	1.00067865155654	1.00015102171948	1.00634432967692
coda_upper_trunc	1.00146341149862	1.00242932532447	1.00173114516842	1.00114987519219	1.00275515471713	1.00037186172267	1.00472120113161	1.0013760242006	1.00055223427864	1.00081544530762	1.00121183032422	1.0021635782609	1.00064660521743	1.00076118995273	1.00004489478516	1.00016763456682	1.00047293822378	1.00032367229476	1.00056505912109	1.0013216637369	0.999952517239607	1.00078611371534	1.00110847107181	1.00064547681575	1.00073757597903	1.00101671289786	1.00192702491486	1.00036127261226	1.00598873987665	1.00411189902756	1.00762247742845	1.00403675034712	1.00167590239923	1.00159990541655	1.0003817886506	1.01330652837442
rstan_long	1.00010095192477	1.0003307942277	1.00023928036645	1.00014856539649	1.0010240995816	1.00011772111038	1.00046370166405	1.00016350621951	1.00017361483023	1.00044213527374	1.00023991917254	1.00017767111541	1.00002713048509	1.00004887419391	0.999997575514228	0.999987483276308	1.00000131019553	1.00014719142438	1.00008684057997	1.00012774653988	0.999997010778205	1.00001101124261	0.999998095528213	1.00001502874058	0.99999746384048	1.00012546499753	1.00000866298705	1.00000648805785	1.00064688537402	1.00059851348989	1.00070466338198	1.00045034881731	1.0000522160242	1.00018708717789	1.00023925020659	1.00135646942478
rstan_short	1.0004022010936	1.00149307328752	1.00016430246858	0.999905714303729	1.00276925550959	1.00014143292524	1.00161580853561	1.00089297877177	1.00012396428558	1.00035489013172	1.00046298437273	1.00149834397032	1.00023933254843	1.00009908726779	1.00009335373628	1.00004969828628	1.00010708876041	0.99989866139449	1.00022130022385	1.00081538588741	0.999926768497434	1.00056789747222	1.00105413856933	0.999916096626187	0.999926571699411	0.999829786074649	1.00018788353807	1.00024350088099	1.00468913840169	1.00174041962987	1.00771829340108	1.00255496172129	1.000463450205	1.00058312663655	1.00096144700546	1.01357990707769
rstan_trunc	1.00037685724937	1.0010087743303	1.00089965419453	1.00017072187817	1.00210102274608	1.00002096560567	1.00254647646076	1.00063562563977	1.00013754615338	1.00027286533613	1.00048941103634	1.00100908106149	1.00004729022852	1.00004963195547	0.999950799301162	1.00002163664976	1.00028940845688	0.99998448805225	1.00027265303796	1.00032225272789	0.999922706753344	1.00030883840243	1.00057882085982	1.00010376103739	1.00012890479659	1.000264050728	1.00056109255924	1.00011116118809	1.00382880451242	1.00194840797579	1.00592026925386	1.00257778954211	1.00044715450514	1.00108710475495	1.00059245528418	1.01005833316516
