gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	frequencies1	frequencies2	frequencies3	frequencies4	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	skygrid.precision	rootHeight	treeLength
coda_point_long	1.00008845056109	1.00005519151638	1.00071304121711	0.999954354885761	1.00011021060359	1.00016038914784	1.00015540890303	1.00009621207754	1.00006776590684	1.00016367747156	1.00000274855396	1.0084610412183	1.53772719960864	1.00808101707258	1.62839932489615	1.00034771436246	1.00054898722563	1.00294704849122	1.00766644590757
coda_upper_long	1.00029574338879	1.00018136283343	1.00205394718052	0.999962112307481	1.00034295674349	1.00050164386584	1.00044558256673	1.00031792168431	1.00028773489648	1.0005350285761	1.00006124800836	1.02004552144462	2.19824399948347	1.01875544628143	2.39264545423126	1.00100957947817	1.0014342272135	1.00558993689333	1.01800607004638
coda_point_short	1.00004805569071	1.00011241169083	1.00036630490291	1.00051006355569	1.0001649281942	1.00017583084731	1.00041780737775	1.00010815714252	1.00002797098494	1.00006113146657	1.0002100041493	1.00676027714045	1.65424118235295	1.00676900803286	1.75875849713273	1.00077410979607	1.00090268423819	1.0022194022526	1.00561915587037
coda_upper_short	1.00039244336605	1.0006545802237	1.00127815766251	1.00165250637733	1.00079395290825	1.00066594157313	1.00138078294193	1.00063979958501	1.00034534362989	1.00060907969279	1.00094829458151	1.01637400125019	2.37104989073729	1.01605832397749	2.57404096094285	1.00232025325184	1.00215745942376	1.0045571440169	1.01385730832762
coda_point_trunc	1.00024061750119	1.00019072234398	1.00023837288101	1.00023134246629	1.00029361399345	1.00004896680508	1.00019507845528	1.00010688756139	1.00019312401819	1.0000611749907	1.00008734885316	1.00831051398213	1.53637812935859	1.00786927383238	1.64189988496939	1.00085588079924	1.00068556144053	1.00330716661599	1.00735938665837
coda_upper_trunc	1.00074723257963	1.00064288654471	1.00074443161302	1.00072637189826	1.00086453069697	1.00031344992618	1.00062778106049	1.0004657208669	1.00064133636526	1.00038970383183	1.00040829145029	1.01661241502839	1.95716524107708	1.0156905906728	2.12911811954807	1.00202773771983	1.00146120002391	1.00664140348344	1.01485017986097
rstan_long	0.99999251887555	1.00006926122398	1.00063989755382	0.999961118465409	1.00010118404904	1.000059648482	1.00010983806871	0.999990994816149	1.00008731581943	1.00014209128076	0.999992547734579	1.0060987112746	1.39919438692077	1.00566627981217	1.44773743734163	1.00026249799151	1.00055629973599	1.00263225508735	1.00594154453391
rstan_short	1.00033389113534	1.00001588832473	1.00003434474167	1.0001249489325	1.00025358660206	1.00012992168873	1.00013584038719	1.00012371460309	0.999952959275066	0.999837048252177	1.0000756207414	1.0073716029956	1.41393484751834	1.0072667255175	1.46231541697852	1.0005988561603	1.00140605555001	1.00375579474711	1.00683239341297
rstan_trunc	1.00052791753833	1.00021885523521	1.00020567265163	0.999966694431245	1.00028290550511	1.00016202107698	1.00009958704348	1.00011909001565	1.00018554655415	1.00014020155529	0.999982172184695	1.00730973460799	1.41933391700465	1.00713040240493	1.47413737354671	1.00071101342057	1.00087521355809	1.0040460666925	1.0072336371952
